,NOMBRE_DE_,X_Coord,Y_Coord,ID,HOM TOT,HP TOT,HOM CM,HP CM,HOM PM,HP PM,HOMICIDIOS,HURTOS MOT,geometry
50,SAN FELIPE,919999.152,1705334.891,51,2,271,0,7,0,12,0,19,"POLYGON ((920433.7867221689 1705676.2528126822, 920432.5955681949 1705652.4297332002, 920426.6591841544 1705588.3167855626, 920420.7228001137 1705495.7091945303, 920408.2563936287 1705321.1795037386, 920403.5072863962 1705259.4411097171, 920401.13273278 1705184.6426708065, 920394.0090719314 1705111.031508704, 920390.447241507 1705042.1694538337, 920384.5108574665 1704948.3745859934, 920383.3440354646 1704865.530223852, 920383.3235806584 1704864.0779326179, 920350.6734684354 1704861.7033790017, 920234.3203412411 1704866.452486234, 920110.843553198 1704871.2015934666, 920017.0486853577 1704878.325254315, 919922.0665407092 1704879.5125311231, 919859.1408698795 1704887.82346878, 919810.4625207472 1704889.010745588, 919788.7295288618 1704889.5752388837, 919719.042206523 1704891.3852992044, 919666.8020269664 1704893.7598528205, 919658.552309966 1704898.5721877376, 919662.7933820008 1704931.4404960072, 919662.7933820008 1704965.4607754925, 919666.1954099493 1705002.8830829265, 919672.9994658463 1705030.0993065147, 919677.5355031111 1705051.645483522, 919678.6695124273 1705075.4596791617, 919682.0715403758 1705094.7378375367, 919685.4735683243 1705123.0880704413, 919691.1436149052 1705154.840331294, 919690.0096055891 1705177.5205176177, 919601.5568789272 1705192.2626387281, 919549.392450383 1705200.2007039413, 919528.9802826918 1705203.6027318898, 919522.7859416045 1705206.2574494986, 919524.1638861657 1705238.6391466854, 919512.4356237589 1705259.1636058975, 919515.3676893606 1705305.3436391242, 919523.4308697652 1705339.7954099441, 919532.9600829708 1705388.1744923722, 919547.6204109794 1705438.7526240016, 919554.2175585831 1705479.8015424253, 919557.1496241848 1705500.3260016374, 919565.5793127897 1705539.9088872604, 919572.1764603936 1705583.1568548854, 919576.5745587961 1705607.3463960995, 919583.1717063999 1705633.7349865148, 919583.9999447011 1705641.6032503762, 919586.8093933655 1705641.6032503762, 919590.3976198612 1705658.348307356, 919595.9884947726 1705696.3662567532, 919604.4370156067 1705694.7944389237, 919639.2757949051 1705690.4395915114, 919708.517868761 1705647.7620868706, 919738.1308311647 1705676.504079792, 919757.2921597789 1705686.9557135815, 919778.8353245506 1705706.90308837, 919767.6550523308 1705714.8889970987, 919755.6252231698 1705723.7530817436, 919747.3108708566 1705728.900061747, 919742.3290962024 1705731.9840174853, 919723.9677780092 1705744.6469955496, 919711.3047999451 1705752.2447823882, 919693.5766306551 1705764.2746115492, 919678.3810569781 1705772.505547291, 919675.8484613652 1705776.9375896133, 919681.5468014942 1705784.535376452, 919701.1744174936 1705806.0624391611, 919722.0683312996 1705831.3883952894, 919741.062798396 1705858.6137981275, 919749.3531433624 1705874.7068207096, 919840.0342606129 1705823.6979223283, 919868.8863751093 1705806.6221810956, 919882.7117652536 1705798.4398073368, 919889.608090944 1705793.7777286554, 919920.38525829 1705779.0046883293, 919956.0867724112 1705772.84925486, 919989.326113145 1705770.3870814724, 920050.8804478368 1705774.080341554, 920109.9726091411 1705779.0046883293, 920135.8254297117 1705779.0046883293, 920151.8295567316 1705779.0046883293, 920182.6067240776 1705770.3870814724, 920217.077151505 1705756.8451278403, 920217.893840143 1705757.7784862837, 920224.0073741138 1705753.7027969698, 920280.4725500164 1705730.8478448188, 920308.7051379676 1705720.0925732183, 920354.4150422697 1705702.6152568674, 920401.4693555218 1705683.7935315666, 920433.7867221689 1705676.2528126822))"
51,LOS ANDES,920648.219,1705236.218,52,1,203,0,6,0,10,0,16,"POLYGON ((920951.4752527748 1705589.4312280004, 920942.1176324897 1705576.9544009534, 920929.3294494279 1705554.5750805954, 920916.5412663661 1705530.5972373546, 920902.2283218302 1705311.1320878046, 920902.1545604216 1705310.0010795395, 920894.1619460081 1705158.1414056811, 920887.7678544772 1705001.4861631747, 920875.1425173203 1704834.2004458474, 920874.9796714154 1704832.0427376064, 920827.0239849339 1704836.8383062547, 920767.8786382732 1704841.6338749027, 920697.5436314336 1704848.0279664337, 920620.8145330631 1704849.6264893163, 920526.5016829828 1704854.4220579646, 920444.7348534473 1704857.4504590586, 920397.0213294826 1704859.2176266129, 920383.3440354646 1704865.530223852, 920384.5108574665 1704948.3745859934, 920390.447241507 1705042.1694538337, 920394.0090719314 1705111.031508704, 920401.13273278 1705184.6426708065, 920403.5072863962 1705259.4411097171, 920408.2563936287 1705321.1795037386, 920420.7228001137 1705495.7091945303, 920426.6591841544 1705588.3167855626, 920432.5955681949 1705652.4297332002, 920433.7867221689 1705676.2528126822, 920441.8016240237 1705674.3826689161, 920490.2003462259 1705660.9385794157, 920530.5326147276 1705654.2165346653, 920572.2092921796 1705644.8056720148, 920605.8195159311 1705636.7392183144, 920606.1852385289 1705640.1526292276, 920611.2509720242 1705635.5090401904, 920637.3702896978 1705628.3037111768, 920767.0662119389 1705599.4823951232, 920833.7155053128 1705588.6744016032, 920888.65613904 1705585.9724032232, 920939.0934421337 1705589.57506773, 920940.3385769584 1705592.4585378503, 920948.2560182302 1705588.6883277209, 920951.4752527748 1705589.4312280004))"
52,LOS PINOS,921128.061,1705491.418,53,0,51,0,0,0,4,0,4,"POLYGON ((921294.9657241714 1705290.7832849494, 921215.9408707294 1705290.7832849494, 921064.3568362783 1705300.140324113, 920902.2283218302 1705311.1320878046, 920916.5412663661 1705530.5972373546, 920929.3294494279 1705554.5750805954, 920942.1176324897 1705576.9544009534, 920951.4752527748 1705589.4312280004, 921018.1354938463 1705604.8143605553, 921039.636870959 1705615.5650491116, 921067.5886612054 1705648.892183636, 921086.9399006068 1705689.7448001502, 921107.3662088637 1705733.822623231, 921151.4440319446 1705717.6965903966, 921169.7202024903 1705712.3212461183, 921183.6960976135 1705711.2461772629, 921213.7980255713 1705718.7716592522, 921261.1010552191 1705729.5223478086, 921298.7284651662 1705731.6724855197, 921324.5301177013 1705731.6724855197, 921317.0046357119 1705672.54369846, 921312.7043602894 1705641.3667016467, 921308.4040848669 1705586.5381900095, 921305.1788782999 1705534.934884939, 921301.4161373052 1705451.0795141999, 921300.3410684495 1705390.8756582844, 921294.9657241714 1705311.3205629678, 921294.9657241714 1705290.7832849494))"
53,CIUDADELA  DE LA SALUD,921053.522,1705109.414,54,0,0,0,0,0,0,0,0,"POLYGON ((921381.7605031919 1705272.441176832, 921372.3203877518 1705264.349649312, 921338.4011207836 1705232.7696421347, 921306.8211136063 1705200.0200050618, 921250.6788786245 1705148.556289662, 921206.2329425971 1705106.4496134254, 921191.0277539563 1705092.41405468, 921120.8499602289 1705005.8614424162, 921107.9840313789 1704981.2992146118, 921056.5203159788 1704899.4251219297, 921055.4671365423 1704897.744516446, 921001.5477108924 1704811.7028797707, 921000.4694912104 1704812.0854738513, 920965.2891841333 1704824.5688086206, 920934.8788068515 1704829.2473282025, 920878.7365718696 1704831.5865879934, 920875.1425173203 1704834.2004458474, 920887.7678544772 1705001.4861631747, 920894.1619460081 1705158.1414056811, 920902.1545604216 1705310.0010795395, 920902.2283218302 1705311.1320878046, 921064.3568362783 1705300.140324113, 921215.9408707294 1705290.7832849494, 921294.9657241714 1705290.7832849494, 921294.9657241714 1705287.6690481438, 921327.2177898404 1705279.0684972988, 921372.3706817769 1705273.6931530207, 921381.7605031919 1705272.441176832))"
54,LOMA FRESCA,921690.061,1705287.776,55,1,8,0,1,0,2,0,3,"POLYGON ((921899.7215209124 1705484.9589658764, 921905.7553144597 1705477.1150342647, 921859.8649942885 1705347.9422811905, 921859.0151735446 1705340.2938944953, 921821.6230608126 1705228.117556299, 921769.7839954341 1705108.2928314079, 921759.5861465071 1705114.241576615, 921655.0581950061 1705157.5824345546, 921556.4789887125 1705198.3738302623, 921508.8890270536 1705217.919707372, 921472.3467350655 1705234.0663015065, 921399.2621510891 1705263.8100275432, 921389.6300659326 1705272.0661005345, 921430.424399981 1705290.8942547108, 921561.5828003681 1705342.497559781, 921665.8644793644 1705381.2000385837, 921702.4168204558 1705397.3260714184, 921797.5604141792 1705442.4789633548, 921866.3648209396 1705468.28061589, 921899.7215209124 1705484.9589658764))"
55,SAN ISIDRO,921680.341,1705037.52,56,2,190,0,4,0,8,0,12,"POLYGON ((921905.4942265722 1705492.7549772498, 921930.6800279643 1705481.6435942827, 921964.0219262309 1705462.5910809876, 922105.7249938638 1705410.1966694258, 922229.5663302825 1705363.7561682689, 922192.3143033293 1705227.8958346746, 922178.9580918422 1705179.1849457216, 922151.5701039805 1705091.0670717314, 922099.1756924187 1704925.5483624795, 922063.6499934021 1704790.5507062166, 922063.4522299902 1704789.7992052513, 922047.9720629378 1704794.562333575, 921904.4828221835 1704830.2857960036, 921862.8054493503 1704837.4304884893, 921809.2202557076 1704848.1475272179, 921749.6811516602 1704866.009258432, 921698.4775221794 1704886.252553808, 921677.0434447222 1704896.9695925368, 921657.990931427 1704854.1014376224, 921634.1752898081 1704794.562333575, 921596.0702632177 1704698.1089850182, 921561.5375828701 1704605.227982704, 921555.0630598372 1704596.9035959474, 921553.2021083036 1704594.5109439755, 921532.3634218869 1704613.5634572709, 921489.4952669727 1704662.3855225898, 921459.725714949 1704677.865689642, 921424.0022525205 1704696.9182029373, 921384.7064438493 1704718.3522803944, 921323.9765577208 1704749.3126144991, 921265.6282357543 1704779.0821665227, 921189.4181825735 1704819.5687572751, 921109.63578315 1704864.8184763512, 921055.4671365423 1704897.744516446, 921056.5203159788 1704899.4251219297, 921107.9840313789 1704981.2992146118, 921120.8499602289 1705005.8614424162, 921191.0277539563 1705092.41405468, 921206.2329425971 1705106.4496134254, 921250.6788786245 1705148.556289662, 921306.8211136063 1705200.0200050618, 921338.4011207836 1705232.7696421347, 921372.3203877518 1705264.349649312, 921381.7605031919 1705272.441176832, 921388.4967146114 1705271.5430153094, 921389.6300659326 1705272.0661005345, 921399.2621510891 1705263.8100275432, 921472.3467350655 1705234.0663015065, 921508.8890270536 1705217.919707372, 921556.4789887125 1705198.3738302623, 921655.0581950061 1705157.5824345546, 921759.5861465071 1705114.241576615, 921769.7839954341 1705108.2928314079, 921821.6230608126 1705228.117556299, 921859.0151735446 1705340.2938944953, 921859.8649942885 1705347.9422811905, 921905.7553144597 1705477.1150342647, 921899.7215209124 1705484.9589658764, 921905.0672997424 1705487.6318552913, 921905.4942265722 1705492.7549772498))"
56,CHIQUINQUIRA,922434.103,1705624.364,57,4,202,0,4,0,5,0,9,"POLYGON ((922969.8840855885 1705916.319270203, 922959.3834400525 1705888.5433691074, 922942.8099892753 1705826.3929286927, 922926.236538498 1705773.5650543403, 922899.3046809849 1705684.4827564126, 922869.783221788 1705589.1854144433, 922855.2814523579 1705548.7876281736, 922828.3495948449 1705475.2429403495, 922794.1668526168 1705380.981439054, 922774.4858798188 1705325.0460426807, 922750.6615443266 1705254.6088768775, 922708.1920767098 1705134.4513587425, 922697.8336699741 1705116.8420672915, 922664.6867684196 1705035.010654079, 922661.8464841461 1705036.1237384565, 922661.4784676416 1705031.7075404031, 922635.7146511355 1704978.198075352, 922612.9235826879 1704930.634106418, 922390.855795141 1705012.0030480227, 922449.2319083153 1705130.3079960481, 922409.8699627194 1705145.8456061517, 922341.5044782632 1705173.8133043384, 922242.0637735998 1705207.9960465664, 922192.3143033293 1705227.8958346746, 922229.5663302825 1705363.7561682689, 922105.7249938638 1705410.1966694258, 921964.0219262309 1705462.5910809876, 921930.6800279643 1705481.6435942827, 921905.4942265722 1705492.7549772498, 921906.142368598 1705500.532681559, 921881.4157849185 1705517.733783249, 921888.941266908 1705544.6105046398, 921899.6919554642 1705580.0877768758, 921911.5177128762 1705606.9644982666, 921938.394434267 1705682.2193181608, 921996.9856868989 1705837.0292333718, 922012.0366508778 1705877.8818498857, 922046.438854258 1706002.589837139, 922063.1024215204 1706072.469312755, 922060.8093987136 1706073.0755141866, 922070.5800567119 1706096.169796728, 922085.4028502402 1706158.6372837403, 922096.3811893504 1706186.5053753275, 922267.0977386243 1706140.703374303, 922358.9654630078 1706114.4554530503, 922436.8625196279 1706092.4410674837, 922462.2637337432 1706087.3608246609, 922552.0146902838 1706056.0326605854, 922604.5105327886 1706039.945224979, 922797.1364064959 1705977.288896828, 922899.5879700942 1705944.267318478, 922899.8465775474 1705943.7849596306, 922969.8840855885 1705916.319270203))"
57,ATLANTICO,922312.248,1704934.585,58,1,75,0,1,0,3,0,4,"POLYGON ((922612.9235826879 1704930.634106418, 922545.5412933643 1704807.7605200042, 922533.6785009655 1704788.4285620209, 922518.7865608388 1704764.1602151478, 922495.995492391 1704747.314642817, 922442.48602734 1704736.4145666028, 922383.0310661722 1704725.5144903888, 922344.3853414131 1704710.6507500967, 922341.1772206331 1704711.5256921276, 922289.8849603425 1704725.5144903888, 922157.1022137344 1704764.1602151478, 922068.910688002 1704786.9512835955, 922063.6499934021 1704790.5507062166, 922099.1756924187 1704925.5483624795, 922151.5701039805 1705091.0670717314, 922178.9580918422 1705179.1849457216, 922192.3143033293 1705227.8958346746, 922242.0637735998 1705207.9960465664, 922341.5044782632 1705173.8133043384, 922409.8699627194 1705145.8456061517, 922449.2319083153 1705130.3079960481, 922390.855795141 1705012.0030480227, 922612.9235826879 1704930.634106418))"
58,ALFONSO LOPEZ,921890.648,1704645.858,59,1,71,0,6,1,3,1,9,"POLYGON ((922341.1772206331 1704711.5256921276, 922338.2260076503 1704707.5907414837, 922314.7695566489 1704698.6549506262, 922243.2832297877 1704659.5608656239, 922181.8496676413 1704621.583754479, 922140.5216349247 1704567.969009333, 922124.8840009237 1704541.16163676, 922064.5674126346 1704485.3129438998, 922043.435789601 1704468.6774108734, 922012.0696413459 1704443.9849111831, 921938.3493667702 1704409.3587216097, 921898.1383079108 1704389.2531921798, 921861.278170623 1704368.030688893, 921857.8572831373 1704371.8977790943, 921835.5877719072 1704397.0720091804, 921814.3652686203 1704419.4114863244, 921773.0372359037 1704459.6225451839, 921752.9317064739 1704475.2601791848, 921729.4752554726 1704489.7808393284, 921699.316961328 1704505.4184733294, 921651.2870854681 1704536.693741331, 921601.0232618938 1704565.7350616185, 921557.4612814627 1704590.308486477, 921555.0630598372 1704596.9035959474, 921561.5375828701 1704605.227982704, 921596.0702632177 1704698.1089850182, 921634.1752898081 1704794.562333575, 921657.990931427 1704854.1014376224, 921677.0434447222 1704896.9695925368, 921698.4775221794 1704886.252553808, 921749.6811516602 1704866.009258432, 921809.2202557076 1704848.1475272179, 921862.8054493503 1704837.4304884893, 921904.4828221835 1704830.2857960036, 922047.9720629378 1704794.562333575, 922063.4522299902 1704789.7992052513, 922063.6499934021 1704790.5507062166, 922068.910688002 1704786.9512835955, 922157.1022137344 1704764.1602151478, 922289.8849603425 1704725.5144903888, 922341.1772206331 1704711.5256921276))"
59,SAN ROQUE,923136.766,1705139.48,60,24,237,0,4,0,2,0,6,"POLYGON ((923638.0715279015 1705635.9409392516, 923600.8097360999 1705553.9649972883, 923575.9934338478 1705501.8507625589, 923598.3281058747 1705494.4058718833, 923603.2913663251 1705459.6630487302, 923611.9770721134 1705412.5120744514, 923613.217887226 1705369.0835455102, 923609.6505437773 1705306.7325861019, 923603.4464682143 1705226.0796037826, 923602.2056531017 1705164.0388481524, 923598.4832077639 1705059.8103786935, 923592.2791322009 1705008.9369590767, 923578.6301659622 1704954.341094122, 923511.6261498815 1704963.0267999105, 923459.201711374 1704973.5737283677, 923420.426239105 1704813.8187826197, 923387.8548423991 1704663.3699502165, 923364.5895590378 1704537.737420065, 923322.7120489874 1704357.8192287374, 923320.8541066636 1704358.310005955, 923240.5080477773 1704379.533493208, 923178.4672921471 1704396.5947010063, 923086.9571775924 1704421.4110032583, 922945.8144585337 1704469.4925888719, 922919.4471373907 1704477.2476833255, 922961.3246474412 1704576.512892334, 922900.8349107017 1704602.880213477, 922841.896192853 1704632.3495724013, 922784.508493895 1704663.3699502165, 922734.8758893908 1704686.6352335778, 922672.8351337606 1704716.1045925021, 922587.5290947689 1704759.5331214434, 922533.6785009655 1704788.4285620209, 922545.5412933643 1704807.7605200042, 922612.9235826879 1704930.634106418, 922635.7146511355 1704978.198075352, 922658.5057195832 1705024.7711282668, 922661.4784676416 1705031.7075404031, 922661.8464841461 1705036.1237384565, 922664.6867684196 1705035.010654079, 922697.8336699741 1705116.8420672915, 922708.1920767098 1705134.4513587425, 922750.6615443266 1705254.6088768775, 922774.4858798188 1705325.0460426807, 922794.1668526168 1705380.981439054, 922828.3495948449 1705475.2429403495, 922855.2814523579 1705548.7876281736, 922869.783221788 1705589.1854144433, 922899.3046809849 1705684.4827564126, 922926.236538498 1705773.5650543403, 922942.8099892753 1705826.3929286927, 922959.3834400525 1705888.5433691074, 922969.8840855885 1705916.319270203, 922973.9132417828 1705914.7392089502, 923167.604990414 1705837.0195261217, 923372.7594961226 1705751.32207437, 923638.0715279015 1705635.9409392516))"
60,REBOLO,923817.394,1704659.742,61,33,390,1,2,4,6,5,8,"POLYGON ((924304.7835707676 1705481.715648017, 924304.7835707676 1705450.783290107, 924311.9462451946 1705320.0644818135, 924311.9462451946 1705257.391080577, 924301.2022335541 1705200.0896851607, 924297.6208963406 1705148.1602955647, 924287.7722190034 1705096.2309059687, 924285.9815503967 1705069.3708768673, 924275.2375387561 1704997.744132597, 924266.2841957223 1704958.3494232483, 924246.586841048 1704904.6293650456, 924244.7961724412 1704838.3746265953, 924244.7961724412 1704806.1425916736, 924250.1681782615 1704718.3998299425, 924250.1681782615 1704644.9824170654, 924278.8188759696 1704610.959713537, 924313.7369138014 1704557.2396553343, 924338.806274296 1704478.450236637, 924365.6663033974 1704372.8007888382, 924405.0610127462 1704254.616660792, 924426.5490360273 1704202.687271196, 924423.1384212787 1704202.3806990837, 924267.1795300257 1704188.3619223419, 924188.3901113282 1704179.408579308, 924118.5540356647 1704170.4552362743, 924003.951244832 1704168.6645676675, 923917.9991517075 1704172.245904881, 923812.3497039088 1704170.4552362743, 923744.3042968519 1704175.8272420946, 923778.3270003804 1703880.3669219792, 923803.396360875 1703665.4866891683, 923800.2842715605 1703666.1232528917, 923724.6069421775 1703681.602706629, 923658.3522037275 1703694.1373868764, 923631.4921746261 1703701.3000613034, 923550.9120873219 1703731.7414276183, 923475.704005838 1703755.0201195062, 923377.2172324662 1703785.461485821, 923359.3105463986 1703799.7868346751, 923298.4278137689 1703832.0188695968, 923251.870429993 1703851.716224271, 923217.8477264646 1703867.832241732, 923218.6379641872 1703872.5736680673, 923226.8010694984 1703921.5522999347, 923242.9170869592 1703996.7603814187, 923271.5677846674 1704122.1071838918, 923300.2184823756 1704251.0353235784, 923319.91583705 1704342.3594225233, 923320.8541066636 1704358.310005955, 923322.7120489874 1704357.8192287374, 923364.5895590378 1704537.737420065, 923387.8548423991 1704663.3699502165, 923420.426239105 1704813.8187826197, 923459.201711374 1704973.5737283677, 923511.6261498815 1704963.0267999105, 923578.6301659622 1704954.341094122, 923592.2791322009 1705008.9369590767, 923598.4832077639 1705059.8103786935, 923602.2056531017 1705164.0388481524, 923603.4464682143 1705226.0796037826, 923609.6505437773 1705306.7325861019, 923613.217887226 1705369.0835455102, 923611.9770721134 1705412.5120744514, 923603.2913663251 1705459.6630487302, 923598.3281058747 1705494.4058718833, 923575.9934338478 1705501.8507625589, 923600.8097360999 1705553.9649972883, 923638.0715279015 1705635.9409392516, 923639.4819943144 1705635.3275437162, 923736.865462214 1705599.620272153, 923775.8188493738 1705584.4717327019, 923819.6414099287 1705568.2411547187, 923959.2243805849 1705543.3542684775, 924158.319470513 1705507.6469969144, 924304.7835707676 1705481.715648017))"
